,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
372,birnin kebbi,100.0,NG,1570336194.0,85.0,12.45,4.2,73.93,17.96
373,horadiz,75.0,AZ,1570336194.0,100.0,39.45,47.33,64.4,9.17
374,pochutla,100.0,MX,1570336195.0,94.0,15.74,-96.47,75.0,1.28
375,scarborough,100.0,GB,1570336195.0,100.0,54.28,-0.41,53.01,10.29
376,dogondoutchi,100.0,NE,1570336195.0,67.0,13.64,4.03,81.31,18.72
377,beachwood,1.0,US,1570336104.0,58.0,41.46,-81.51,60.8,11.41
378,hofn,100.0,IS,1570336195.0,99.0,64.25,-15.21,39.15,8.28
379,monte alegre,2.0,BR,1570336195.0,77.0,-2.0,-54.07,78.88,1.39
380,cap malheureux,75.0,MU,1570336196.0,83.0,-19.98,57.61,75.2,9.17
381,souillac,75.0,FR,1570336196.0,93.0,45.6,-0.6,60.01,3.36
382,neiafu,75.0,TO,1570336196.0,69.0,-18.65,-173.98,77.0,5.82
383,grand gaube,75.0,MU,1570336196.0,83.0,-20.01,57.66,75.2,9.17
384,carnarvon,27.0,ZA,1570336196.0,26.0,-30.97,22.13,55.46,4.63
385,kuala terengganu,75.0,MY,1570336197.0,70.0,5.33,103.14,87.8,5.82
386,puerto baquerizo moreno,97.0,EC,1570336197.0,85.0,-0.9,-89.6,68.6,13.94
387,hildburghausen,40.0,DE,1570336197.0,93.0,50.43,10.73,39.2,2.24
388,nokaneng,32.0,BW,1570336197.0,43.0,-19.66,22.19,69.18,4.49
389,alyangula,0.0,AU,1570336197.0,55.0,-13.85,136.42,86.0,11.41
390,bayji,63.0,IQ,1570336197.0,31.0,34.93,43.49,71.62,6.51
391,yemelyanovo,75.0,RU,1570336198.0,81.0,56.17,92.69,48.2,2.24
392,caucaia,75.0,BR,1570336198.0,74.0,-3.73,-38.66,79.0,12.75
393,nyrob,57.0,RU,1570336198.0,88.0,60.74,56.73,36.83,6.04
394,ledyard,1.0,US,1570336198.0,93.0,41.44,-72.02,46.0,3.13
395,gat,20.0,SN,1570336198.0,88.0,14.69,-16.54,78.8,3.36
396,nizwa,0.0,OM,1570336198.0,67.0,22.93,57.53,71.84,2.58
397,nusaybin,0.0,TR,1570336199.0,51.0,37.08,41.21,60.8,4.45
399,kitimat,75.0,CA,1570336199.0,76.0,54.02,-128.69,48.2,18.34
400,sindal,0.0,DK,1570336199.0,91.0,57.48,10.2,35.01,6.33
401,ariquemes,93.0,BR,1570336199.0,73.0,-9.91,-63.03,74.9,1.68
402,taltal,0.0,CL,1570336199.0,77.0,-25.41,-70.49,50.71,3.76
403,ambulu,66.0,ID,1570336200.0,85.0,-8.35,113.61,73.98,8.34
404,naron,90.0,ES,1570336200.0,100.0,43.52,-8.15,60.01,3.36
405,angoche,8.0,MZ,1570336200.0,91.0,-16.23,39.91,71.93,2.04
406,talnakh,75.0,RU,1570336200.0,84.0,69.49,88.39,33.8,6.71
407,san miguel,0.0,AR,1570336200.0,62.0,-34.54,-58.72,55.4,4.7
408,namanyere,90.0,TZ,1570336200.0,70.0,-7.51,31.05,64.15,9.04
409,soe,0.0,EE,1570336201.0,100.0,57.91,26.05,28.4,4.7
410,ilulissat,100.0,GL,1570336201.0,93.0,69.22,-51.1,35.6,12.75
411,severo-kurilsk,100.0,RU,1570336201.0,72.0,50.68,156.12,43.62,41.72
412,vawkavysk,0.0,BY,1570336201.0,92.0,53.15,24.45,30.2,8.95
413,trincomalee,72.0,LK,1570336201.0,42.0,8.58,81.23,96.23,0.98
416,cayenne,0.0,GF,1570336202.0,100.0,4.94,-52.33,73.4,4.0
417,falkenberg,90.0,DE,1570336202.0,93.0,49.86,12.22,39.99,5.82
418,nova prata,100.0,BR,1570336202.0,99.0,-28.78,-51.61,57.0,3.78
419,fomboni,4.0,KM,1570336202.0,75.0,-12.28,43.74,79.92,7.31
420,porbandar,20.0,IN,1570336203.0,74.0,21.64,69.61,84.2,9.17
421,gazanjyk,65.0,TM,1570336203.0,19.0,39.24,55.52,75.71,19.01
422,deniliquin,25.0,AU,1570336203.0,33.0,-35.53,144.96,79.83,16.15
424,dubovskoye,97.0,RU,1570336203.0,70.0,47.41,42.76,65.79,8.5
425,puerto narino,85.0,CO,1570336203.0,100.0,-3.77,-70.38,75.2,1.75
426,pontivy,75.0,FR,1570336204.0,100.0,48.06,-2.97,57.99,8.05
427,karratha,0.0,AU,1570336204.0,13.0,-20.74,116.85,98.19,15.88
428,mahajanga,20.0,MG,1570336204.0,51.0,-15.72,46.32,82.4,9.17
429,baykalsk,100.0,RU,1570336204.0,69.0,51.52,104.15,42.47,4.46
430,terekli-mekteb,17.0,RU,1570336205.0,72.0,44.16,45.87,67.95,7.05
431,poso,10.0,ID,1570336205.0,79.0,-1.4,120.75,72.96,4.65
432,buraydah,0.0,SA,1570336205.0,41.0,26.33,43.97,78.8,4.7
433,uchaly,63.0,RU,1570336206.0,42.0,54.32,59.38,50.71,3.09
434,obihiro,20.0,JP,1570336206.0,54.0,42.92,143.2,57.2,3.36
435,boca do acre,6.0,BR,1570336206.0,77.0,-8.76,-67.39,74.09,1.07
436,thinadhoo,94.0,MV,1570336206.0,72.0,0.53,72.93,82.26,9.86
438,goundam,78.0,ML,1570336206.0,36.0,16.42,-3.66,89.05,5.63
439,wanaka,69.0,NZ,1570335992.0,41.0,-44.7,169.14,62.01,1.99
440,codrington,44.0,AU,1570336207.0,44.0,-28.95,153.24,84.2,12.75
441,sinnamary,0.0,GF,1570336207.0,79.0,5.38,-52.96,81.47,12.71
442,moose factory,90.0,CA,1570336207.0,61.0,51.26,-80.61,50.0,14.99
443,udachnyy,90.0,RU,1570336207.0,92.0,66.42,112.4,28.4,8.95
444,yanam,40.0,IN,1570336207.0,74.0,16.73,82.22,86.0,8.05
446,kampot,40.0,KH,1570336208.0,79.0,10.62,104.18,86.0,4.7
447,belmonte,25.0,PT,1570336208.0,79.0,40.36,-7.35,52.0,1.79
448,inawashiro,75.0,JP,1570336208.0,88.0,37.55,140.1,66.99,11.41
449,newberry,90.0,US,1570336208.0,87.0,46.35,-85.51,55.4,14.99
450,port-gentil,100.0,GA,1570336208.0,84.0,-0.72,8.78,78.92,14.03
451,dresden,75.0,DE,1570336209.0,93.0,51.05,13.74,41.0,2.24
452,rochegda,99.0,RU,1570336209.0,90.0,62.67,43.41,35.72,8.19
453,campos sales,12.0,BR,1570336209.0,66.0,-7.07,-40.37,69.77,8.72
454,upington,0.0,ZA,1570336209.0,27.0,-28.46,21.24,62.6,5.82
455,ostrovnoy,96.0,RU,1570336209.0,83.0,68.05,39.51,32.64,8.48
456,karpathos,20.0,GR,1570336210.0,64.0,35.51,27.21,73.4,19.46
457,yining,66.0,CN,1570336210.0,51.0,29.04,114.56,84.78,2.19
458,carballo,90.0,ES,1570336210.0,100.0,43.21,-8.69,61.0,3.36
459,sept-iles,5.0,CA,1570336210.0,84.0,50.2,-66.38,39.99,3.36
460,makungu,100.0,TZ,1570336210.0,91.0,-8.74,35.29,58.92,8.43
461,nalut,0.0,LY,1570336210.0,32.0,31.86,10.98,65.74,6.44
462,amapa,75.0,HN,1570336211.0,88.0,15.09,-87.97,80.6,5.82
463,vila,21.0,IT,1570336211.0,93.0,45.18,8.4,57.99,4.7
464,dubti,22.0,ET,1570336211.0,44.0,11.74,41.09,88.13,5.17
466,sungaipenuh,97.0,ID,1570336211.0,64.0,-2.08,101.38,84.68,6.22
469,broken hill,0.0,AU,1570336212.0,11.0,-31.97,141.45,93.2,25.28
470,nuuk,93.0,GL,1570336212.0,74.0,64.17,-51.74,33.8,8.05
471,saldanha,17.0,PT,1570336212.0,76.0,41.42,-6.55,51.97,0.81
472,jumla,76.0,NP,1570336212.0,38.0,29.28,82.18,67.07,5.55
473,kirakira,100.0,SB,1570336212.0,83.0,-10.46,161.92,80.79,14.83
474,bonavista,36.0,CA,1570336213.0,82.0,48.65,-53.11,39.99,15.99
475,lata,54.0,IN,1570336213.0,50.0,30.78,78.62,45.2,9.33
476,ust-tsilma,92.0,RU,1570336213.0,92.0,65.44,52.15,32.48,7.31
477,nizhniy tsasuchey,100.0,RU,1570336213.0,39.0,50.52,115.13,53.59,24.04
478,caconda,99.0,AO,1570336213.0,55.0,-13.73,15.06,69.95,1.45
479,dombarovskiy,0.0,RU,1570336213.0,24.0,50.76,59.54,59.98,6.98
480,bakchar,32.0,RU,1570336214.0,78.0,57.02,82.07,58.9,5.36
481,bafq,0.0,IR,1570336214.0,16.0,31.6,55.4,71.99,4.05
482,santiago,98.0,PH,1570336214.0,84.0,16.69,121.54,80.61,3.19
483,komsomolets,100.0,RU,1570336214.0,84.0,52.77,41.29,55.64,15.32
484,asyut,0.0,EG,1570336214.0,11.0,27.18,31.19,82.43,13.0
485,gore,100.0,ET,1570336215.0,91.0,8.15,35.53,60.39,2.3
486,bandarbeyla,40.0,SO,1570336215.0,56.0,9.49,50.81,84.26,13.65
487,tigil,100.0,RU,1570336215.0,83.0,57.8,158.67,37.14,19.98
488,berlevag,100.0,NO,1570336215.0,80.0,70.86,29.09,42.7,21.09
489,saint-pierre,75.0,FR,1570336215.0,100.0,48.95,4.24,57.2,8.05
490,shitanjing,93.0,CN,1570336215.0,46.0,39.23,106.34,57.99,1.99
491,balad,66.0,ID,1570336216.0,33.0,-6.76,108.42,89.64,10.09
492,brae,98.0,GB,1570336216.0,81.0,60.4,-1.35,51.8,26.4
493,atikokan,100.0,CA,1570336216.0,92.0,48.76,-91.62,42.84,12.37
495,avera,90.0,US,1570336216.0,77.0,33.19,-82.53,72.0,6.93
496,siderno,40.0,IT,1570336216.0,88.0,38.28,16.3,73.0,4.7
497,pedernales,89.0,EC,1570336217.0,82.0,0.07,-80.05,74.2,12.68
498,chernyshevskiy,100.0,RU,1570336217.0,96.0,63.01,112.47,32.4,10.1
499,jinchang,100.0,CN,1570336217.0,77.0,38.52,102.19,43.58,2.55
500,formosa,3.0,BR,1570336217.0,67.0,-15.55,-47.33,66.33,3.09
501,georgetown,20.0,GY,1570336217.0,100.0,6.8,-58.16,75.2,2.24
502,zhezkazgan,0.0,KZ,1570336218.0,18.0,47.8,67.71,53.6,8.95
503,linjiang,53.0,CN,1570336218.0,57.0,41.81,126.91,50.49,7.34
504,altay,0.0,CN,1570336218.0,22.0,47.83,88.13,53.63,6.06
505,ionia,90.0,US,1570336218.0,87.0,42.99,-85.07,55.99,10.29
506,mirnyy,100.0,RU,1570336218.0,84.0,56.57,36.46,35.07,11.23
507,waipawa,99.0,NZ,1570336218.0,70.0,-39.94,176.59,51.01,5.99
508,tazovskiy,100.0,RU,1570336219.0,94.0,67.47,78.7,35.72,27.58
509,barcelona,75.0,ES,1570336110.0,82.0,41.38,2.18,69.01,3.36
510,goderich,100.0,CA,1570336219.0,85.0,43.74,-81.71,53.01,15.01
511,faya,0.0,SA,1570336219.0,51.0,18.39,42.45,66.2,11.68
512,lodwar,4.0,KE,1570336219.0,46.0,3.12,35.6,84.59,17.86
513,richmond,20.0,CA,1570335992.0,87.0,49.16,-123.14,51.01,2.44
514,egvekinot,52.0,RU,1570336220.0,75.0,66.32,-179.17,18.71,8.5
515,vila velha,75.0,BR,1570336220.0,74.0,-3.71,-38.6,79.0,12.75
516,itoman,20.0,JP,1570336220.0,66.0,26.12,127.67,89.6,13.87
517,svetlogorsk,60.0,RU,1570336221.0,48.0,53.14,59.15,42.8,4.47
518,petropavlovsk-kamchatskiy,75.0,RU,1570336221.0,100.0,53.05,158.65,37.4,11.18
519,mlonggo,20.0,ID,1570336221.0,41.0,-6.53,110.7,91.4,10.29
521,san quintin,38.0,PH,1570336222.0,74.0,17.54,120.52,83.11,6.67
522,gusau,100.0,NG,1570336222.0,95.0,12.17,6.66,70.89,11.75
523,antofagasta,90.0,CL,1570336222.0,71.0,-23.65,-70.4,55.4,9.17
524,kaitangata,66.0,NZ,1570336222.0,67.0,-46.28,169.85,52.0,11.99
525,tamandare,85.0,BR,1570336222.0,91.0,-8.28,-70.75,71.99,1.45
526,sur,0.0,OM,1570336223.0,49.0,22.57,59.53,88.53,13.64
528,sitka,0.0,US,1570336223.0,69.0,37.17,-99.65,54.0,8.01
529,letlhakeng,14.0,BW,1570336223.0,24.0,-24.1,25.03,75.26,9.48
530,kikwit,6.0,CD,1570336223.0,84.0,-5.04,18.82,75.87,1.03
531,chifeng,100.0,CN,1570336224.0,27.0,42.27,118.96,58.22,6.35
532,kerikeri,77.0,NZ,1570336224.0,87.0,-35.23,173.95,68.0,4.0
533,bambanglipuro,18.0,ID,1570336224.0,79.0,-7.95,110.28,77.22,11.83
534,olinda,75.0,AU,1570336224.0,41.0,-37.84,145.39,75.99,19.46
535,gannan,0.0,CN,1570336224.0,24.0,47.92,123.49,64.88,13.28
536,yulara,0.0,AU,1570336224.0,10.0,-25.24,130.99,95.0,5.82
537,aklavik,75.0,CA,1570336225.0,64.0,68.22,-135.01,33.8,13.51
538,quatre cocos,75.0,MU,1570336225.0,83.0,-20.21,57.76,75.2,9.17
539,dreux,100.0,FR,1570336225.0,100.0,48.74,1.37,57.0,8.05
540,yarada,20.0,IN,1570336225.0,74.0,17.65,83.27,86.0,5.82
541,kidal,91.0,ML,1570335964.0,22.0,18.44,1.41,91.98,20.07
542,guangyuan,100.0,CN,1570336225.0,77.0,32.43,105.86,66.0,1.99
543,kenora,90.0,CA,1570336226.0,93.0,49.76,-94.48,42.8,11.41
545,lakatoro,100.0,VU,1570336226.0,100.0,-16.11,167.42,78.8,6.93
546,hutang,91.0,CN,1570336226.0,65.0,29.22,119.85,79.0,3.46
547,hibbing,90.0,US,1570336226.0,87.0,47.43,-92.94,44.6,10.29
548,san ramon de la nueva oran,100.0,AR,1570336226.0,74.0,-23.13,-64.33,57.06,1.81
549,abhar,26.0,IR,1570336227.0,22.0,36.14,49.22,64.53,4.72
551,tura,95.0,RU,1570336227.0,61.0,64.27,100.22,34.71,12.95
552,rio grande,100.0,BR,1570335997.0,94.0,-32.03,-52.1,54.0,1.01
553,along,7.0,IN,1570336227.0,82.0,28.17,94.8,67.41,4.85
554,san cristobal,93.0,HN,1570336227.0,93.0,14.68,-86.92,66.35,2.15
555,fuyang,100.0,CN,1570336227.0,92.0,32.89,115.81,53.41,11.1
556,afrikanda,97.0,RU,1570336228.0,90.0,67.44,32.78,33.65,8.5
557,maldonado,35.0,UY,1570336228.0,100.0,-34.91,-54.96,46.4,2.24
558,krishnarajpet,40.0,IN,1570336228.0,78.0,12.65,76.49,77.0,3.36
559,iqaluit,75.0,CA,1570336228.0,83.0,63.75,-68.52,32.0,4.7
560,aguimes,75.0,ES,1570336228.0,78.0,27.91,-15.45,71.6,23.04
562,magadan,95.0,RU,1570336229.0,59.0,59.56,150.8,34.4,8.16
563,katangli,33.0,RU,1570336229.0,53.0,51.71,143.23,48.03,11.74
564,gravdal,0.0,NO,1570336229.0,68.0,59.79,5.78,39.99,10.29
565,aldan,100.0,RU,1570336229.0,98.0,58.61,125.39,35.09,2.86
566,witu,40.0,KE,1570336229.0,94.0,-2.39,40.44,77.0,9.51
567,sri aman,75.0,MY,1570336230.0,70.0,1.24,111.46,87.8,2.24
568,jega,100.0,NG,1570336230.0,96.0,12.22,4.38,71.41,1.68
569,bauska,34.0,LV,1570336230.0,100.0,56.41,24.19,33.8,4.1
572,vagay,52.0,RU,1570336230.0,62.0,57.94,69.02,55.39,8.48
573,chumikan,100.0,RU,1570336230.0,96.0,54.72,135.31,34.33,3.36
574,maryville,20.0,US,1570336231.0,73.0,35.76,-83.97,73.4,5.82
575,santa cruz,83.0,BR,1570335977.0,83.0,-6.22,-36.02,69.34,16.69
576,krasnyy chikoy,87.0,RU,1570336231.0,64.0,50.36,108.75,44.05,12.97
577,marsh harbour,15.0,BS,1570336231.0,78.0,26.54,-77.06,80.57,16.62
578,xining,100.0,CN,1570336231.0,88.0,36.62,101.77,40.56,3.98
579,huarmey,28.0,PE,1570336232.0,94.0,-10.07,-78.15,56.49,1.06
580,ileza,97.0,RU,1570336232.0,85.0,61.05,43.9,35.77,5.66
581,gijon,75.0,ES,1570336232.0,93.0,43.54,-5.66,62.01,6.93
582,juegang,7.0,CN,1570336232.0,57.0,32.31,121.18,77.0,8.34
584,constantine,0.0,DZ,1570336232.0,81.0,36.36,6.61,51.8,0.45
585,fukue,20.0,JP,1570336232.0,57.0,35.03,136.69,78.8,20.8
587,batemans bay,51.0,AU,1570336233.0,82.0,-35.71,150.18,80.01,18.01
588,saint-leu,0.0,RE,1570336233.0,69.0,-21.15,55.28,79.0,11.41
590,maniitsoq,45.0,GL,1570336233.0,75.0,65.42,-52.9,35.52,32.37
591,padang,97.0,ID,1570336233.0,79.0,-0.92,100.36,76.76,3.85
592,pekan,75.0,MY,1570336233.0,62.0,3.49,103.39,89.6,3.36
593,mocuba,0.0,MZ,1570336234.0,60.0,-16.84,36.99,78.52,3.42
594,hinton,22.0,CA,1570336234.0,77.0,53.4,-117.57,33.23,5.0
595,dodge city,1.0,US,1570336234.0,71.0,37.75,-100.02,54.0,4.7
596,norrtalje,75.0,SE,1570336234.0,74.0,59.76,18.7,37.99,6.93
597,springdale,90.0,US,1570336200.0,88.0,36.19,-94.13,71.01,12.75
598,vengerovo,0.0,RU,1570336234.0,61.0,55.68,76.74,61.24,8.77
599,anloga,40.0,GH,1570336235.0,100.0,5.79,0.9,75.2,3.36
600,benguela,100.0,AO,1570336235.0,91.0,-12.58,13.4,72.06,5.66
601,matay,0.0,EG,1570336235.0,48.0,28.42,30.79,75.01,13.22
602,doha,1.0,QA,1570336112.0,42.0,25.29,51.53,87.8,3.36
603,narsaq,60.0,GL,1570336235.0,65.0,60.91,-46.05,41.0,1.12
604,malatya,0.0,TR,1570336235.0,66.0,38.35,38.32,53.6,4.7
605,kencong,44.0,ID,1570336236.0,43.0,-7.78,112.24,89.97,14.58
606,eyl,67.0,SO,1570336236.0,51.0,7.98,49.82,85.14,13.24
607,conakry,100.0,GN,1570336236.0,86.0,9.52,-13.7,78.72,3.93
608,les cayes,100.0,HT,1570336236.0,68.0,18.19,-73.75,81.94,8.21
609,mansehra,100.0,PK,1570336236.0,35.0,34.33,73.2,70.91,1.83
610,taksimo,100.0,RU,1570336236.0,49.0,56.36,114.84,36.08,13.72
611,jacqueville,75.0,CI,1570336237.0,94.0,5.21,-4.42,77.0,3.36
613,yeppoon,0.0,AU,1570336237.0,35.0,-23.13,150.74,87.8,5.82
614,kortkeros,75.0,RU,1570336237.0,81.0,61.81,51.56,32.0,8.95
615,santa vitoria do palmar,99.0,BR,1570336237.0,90.0,-33.52,-53.37,48.23,6.33
616,iquitos,0.0,PE,1570336201.0,94.0,-3.75,-73.25,75.2,4.7
617,diffa,92.0,NE,1570336238.0,64.0,13.32,12.61,79.92,4.74
618,bara,25.0,NG,1570336238.0,87.0,10.41,10.6,72.08,4.45
619,hua hin,20.0,TH,1570336238.0,78.0,12.57,99.96,82.4,6.93
620,boldu,90.0,RO,1570336238.0,87.0,45.32,27.24,46.4,9.17
621,trabzon,75.0,TR,1570336238.0,77.0,41.01,39.72,69.8,5.82
622,rodrigues alves,0.0,BR,1570336238.0,83.0,-7.74,-72.65,72.4,1.05
623,la ronge,90.0,CA,1570336239.0,81.0,55.1,-105.3,46.4,12.75
624,whitehorse,90.0,CA,1570336239.0,95.0,60.72,-135.06,33.01,10.29
625,richards bay,0.0,ZA,1570336239.0,68.0,-28.77,32.06,74.13,22.27
626,san jeronimo,78.0,PE,1570336239.0,81.0,-13.65,-73.37,50.75,2.62
627,los amates,100.0,GT,1570336239.0,1.0,15.26,-89.1,71.01,2.33
629,san patricio,100.0,PY,1570336240.0,96.0,-26.98,-56.83,59.28,5.61
630,alushta,100.0,UA,1570336240.0,61.0,44.68,34.41,59.58,9.48
631,yar-sale,100.0,RU,1570336240.0,96.0,66.83,70.83,40.22,18.81
632,darnah,13.0,LY,1570336240.0,71.0,32.77,22.64,74.13,16.06
